PAC,CID,CRPName,Distid,Total,,
Majority Cmte PAC,N00041882,"Cloud, Michael",TX27,"$10,000",,
Majority Cmte PAC,N00046654,"Clyde, Andrew",GA09,"$15,000",,
Majority Cmte PAC,N00025726,"Cole, Tom",OK04,"$10,000",,
Majority Cmte PAC,N00030770,"Crawford, Rick",AR01,"$10,000",,
Majority Cmte PAC,N00038767,"Davidson, Warren",OH08,"$10,000",,
Majority Cmte PAC,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
Majority Cmte PAC,N00034016,"Donalds, Byron",FL19,"$10,000",,
Majority Cmte PAC,N00030752,"Duncan, Jeff",SC03,"$10,000",,
Majority Cmte PAC,N00037442,"Dunn, Neal",FL02,"$10,000",,
Majority Cmte PAC,N00040712,"Estes, Ron",KS04,"$10,000",,
Majority Cmte PAC,N00047264,"Fallon, Patrick",TX04,"$10,000",,
Majority Cmte PAC,N00045251,"Fischbach, Michelle",MN07,"$10,000",,
Majority Cmte PAC,N00030815,"Fleischmann, Chuck",TN03,"$10,000",,
Majority Cmte PAC,N00026166,"Foxx, Virginia",NC05,"$20,000",,
Majority Cmte PAC,N00046760,"Franklin, Scott",FL15,"$10,000",,
Majority Cmte PAC,N00041335,"Fulcher, Russ",ID01,"$10,000",,
Majority Cmte PAC,N00044298,"Garcia, Mike",CA25,"$20,000",,
Majority Cmte PAC,N00031128,"Gibbs, Bob",OH07,"$10,000",,
Majority Cmte PAC,N00046394,"Gimenez, Carlos",FL26,"$10,000",,
Majority Cmte PAC,N00026148,"Gohmert, Louis B Jr",TX01,"$10,000",,
Majority Cmte PAC,N00042237,"Gooden, Lance",TX05,"$10,000",,
Majority Cmte PAC,N00030771,"Gosar, Paul",AZ04,"$10,000",,
Majority Cmte PAC,N00013323,"Graves, Sam",MO06,"$10,000",,
Majority Cmte PAC,N00041873,"Green, Mark",TN07,"$10,000",,
Majority Cmte PAC,N00032029,"Griffith, Morgan",VA09,"$10,000",,
Majority Cmte PAC,N00042458,"Guest, Michael Patrick",MS03,"$10,000",,
Majority Cmte PAC,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
Majority Cmte PAC,N00029147,"Harris, Andy",MD01,"$10,000",,
Majority Cmte PAC,N00046688,"Harshbarger, Diana",TN01,"$10,000",,
Majority Cmte PAC,N00031005,"Hartzler, Vicky",MO04,"$20,000",,
Majority Cmte PAC,N00040829,"Hern, Kevin",OK01,"$10,000",,
Majority Cmte PAC,N00041454,"Herrell, Yvette",NM02,"$10,000",,
Majority Cmte PAC,N00032243,"Hice, Jody",GA10,"$10,000",,
Majority Cmte PAC,N00033630,"Hudson, Richard",NC08,"$10,000",,
Majority Cmte PAC,N00007017,"Issa, Darrell",CA50,"$10,000",,
Majority Cmte PAC,N00046055,"Jackson, Ronny",TX13,"$10,000",,
Majority Cmte PAC,N00044575,"Jacobs, Chris",NY27,"$10,000",,
Majority Cmte PAC,N00032088,"Johnson, Bill",OH06,"$10,000",,
Majority Cmte PAC,N00027894,"Jordan, Jim",OH04,"$10,000",,
Majority Cmte PAC,N00043242,"Joyce, John",PA13,"$10,000",,
Majority Cmte PAC,N00044065,"Keller, Fred",PA12,"$15,000",,
Majority Cmte PAC,N00031647,"Kelly, Mike",PA16,"$10,000",,
Majority Cmte PAC,N00037003,"Kelly, Trent",MS01,"$10,000",,
Majority Cmte PAC,N00025445,"Kustoff, David",TN08,"$10,000",,
Majority Cmte PAC,N00033987,"LaMalfa, Doug",CA01,"$10,000",,
Majority Cmte PAC,N00028133,"Lamborn, Douglas L",CO05,"$10,000",,
Majority Cmte PAC,N00044232,"Laturner, Jake",KS02,"$10,000",,
Majority Cmte PAC,N00042056,"Lesko, Debbie",AZ08,"$20,000",,
Majority Cmte PAC,N00030676,"Long, Billy",MO07,"$10,000",,
Majority Cmte PAC,N00035347,"Loudermilk, Barry",GA11,"$10,000",,
Majority Cmte PAC,N00005559,"Lucas, Frank D",OK03,"$10,000",,
Majority Cmte PAC,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Majority Cmte PAC,N00044040,"Malliotakis, Nicole",NY11,"$10,000",,
Majority Cmte PAC,N00030743,"Mann, Tracey",KS01,"$10,000",,
Majority Cmte PAC,N00037269,"Mast, Brian",FL18,"$10,000",,
Majority Cmte PAC,N00045730,"McClain, Lisa",MI10,"$10,000",,
Majority Cmte PAC,N00029416,"Meuser, Dan",PA09,"$10,000",,
Majority Cmte PAC,N00041542,"Miller, Carol",WV03,"$20,000",,
Majority Cmte PAC,N00045703,"Miller, Mary",IL15,"$10,000",,
Majority Cmte PAC,N00033814,"Mooney, Alex",WV02,"$10,000",,
Majority Cmte PAC,N00041295,"Moore, Barry",AL02,"$10,000",,
Majority Cmte PAC,N00033410,"Mullin, Markwayne",OK02,"$10,000",,
Majority Cmte PAC,N00044027,"Murphy, Greg",NC03,"$20,000",,
Majority Cmte PAC,N00046067,"Nehls, Troy",TX22,"$10,000",,
Majority Cmte PAC,N00027783,"Norman, Ralph",SC05,"$10,000",,
Majority Cmte PAC,N00007248,"Nunes, Devin",CA22,"$10,000",,
Majority Cmte PAC,N00045377,"Obernolte, Jay",CA08,"$10,000",,
Majority Cmte PAC,N00031958,"Palazzo, Steven",MS04,"$10,000",,
Majority Cmte PAC,N00035691,"Palmer, Gary",AL06,"$10,000",,
Majority Cmte PAC,N00041956,"Pence, Greg",IN06,"$10,000",,
Majority Cmte PAC,N00034120,"Perry, Scott",PA10,"$10,000",,
Majority Cmte PAC,N00045421,"Pfluger, August",TX11,"$10,000",,
Majority Cmte PAC,N00029662,"Posey, Bill",FL08,"$10,000",,
Majority Cmte PAC,N00041871,"Reschenthaler, Guy",PA14,"$10,000",,
Majority Cmte PAC,N00033832,"Rice, Tom",SC07,"$10,000",,
Majority Cmte PAC,N00003473,"Rogers, Hal",KY05,"$10,000",,
Majority Cmte PAC,N00024759,"Rogers, Mike D",AL03,"$10,000",,
Majority Cmte PAC,N00041599,"Rose, John",TN06,"$10,000",,
Majority Cmte PAC,N00035517,"Rosendale, Matt",MT01,"$10,000",,
Majority Cmte PAC,N00033527,"Rouzer, David",NC07,"$10,000",,
Majority Cmte PAC,N00006460,"Schweikert, David",AZ06,"$10,000",,
Majority Cmte PAC,N00035282,"Smith, Jason",MO08,"$10,000",,
Majority Cmte PAC,N00038781,"Smucker, Lloyd",PA11,"$10,000",,
Majority Cmte PAC,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Majority Cmte PAC,N00042808,"Steube, Greg",FL17,"$10,000",,
Majority Cmte PAC,N00033932,"Stewart, Chris",UT02,"$10,000",,
Majority Cmte PAC,N00029736,"Thompson, Glenn",PA15,"$10,000",,
Majority Cmte PAC,N00042715,"Timmons, William",SC04,"$10,000",,
Majority Cmte PAC,N00042164,"Van Drew, Jeff",NJ02,"$10,000",,
Majority Cmte PAC,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
Majority Cmte PAC,N00026368,"Walberg, Tim",MI07,"$10,000",,
Majority Cmte PAC,N00031226,"Walorski, Jackie",IN02,"$20,000",,
Majority Cmte PAC,N00033539,"Weber, Randy",TX14,"$10,000",,
Majority Cmte PAC,N00026335,"Webster, Daniel",FL11,"$10,000",,
Majority Cmte PAC,N00030602,"Williams, Roger",TX25,"$10,000",,
Majority Cmte PAC,N00024809,"Wilson, Joe",SC02,"$10,000",,
Majority Cmte PAC,N00029459,"Wittman, Rob",VA01,"$10,000",,
Majority Cmte PAC,N00042240,"Wright, Ron",TX06,"$10,000",,
Majority Cmte PAC,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Spirit Aerosystems,N00025726,"Cole, Tom",OK04,"$15,000",,
Spirit Aerosystems,N00040712,"Estes, Ron",KS04,"$15,000",,
Spirit Aerosystems,N00040829,"Hern, Kevin",OK01,"$10,000",,
Spirit Aerosystems,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Google Inc,N00025219,"Burgess, Michael",TX26,"$17,500",,
Google Inc,N00003689,"Chabot, Steve",OH01,"$20,000",,
Google Inc,N00030752,"Duncan, Jeff",SC03,"$10,000",,
Google Inc,N00040712,"Estes, Ron",KS04,"$10,000",,
Google Inc,N00027894,"Jordan, Jim",OH04,"$10,000",,
Google Inc,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Google Inc,N00033410,"Mullin, Markwayne",OK02,"$12,500",,
Google Inc,N00009660,"Scalise, Steve",LA01,"$15,000",,
Google Inc,N00035523,"Stefanik, Elise",NY21,"$15,000",,
Hanger Inc,N00025219,"Burgess, Michael",TX26,"$16,000",,
TIAA,N00026166,"Foxx, Virginia",NC05,"$10,000",,
TIAA,N00033630,"Hudson, Richard",NC08,"$10,000",,
TIAA,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
TIAA,N00039777,"Rutherford, John",FL04,"$10,000",,
TIAA,N00035523,"Stefanik, Elise",NY21,"$10,000",,
TIAA,N00026368,"Walberg, Tim",MI07,"$10,000",,
TIAA,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Vote to Elect Republicans Now PAC,N00005681,"Sessions, Pete",TX17,"$10,000",,
Vote to Elect Republicans Now PAC,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Keystone Alliance,N00044065,"Keller, Fred",PA12,"$10,000",,
Regions Financial,N00003028,"Aderholt, Robert B",AL04,"$11,500",,
Regions Financial,N00039551,"Budd, Ted",NC13,"$12,000",,
Regions Financial,N00042237,"Gooden, Lance",TX05,"$10,000",,
Regions Financial,N00025445,"Kustoff, David",TN08,"$10,000",,
Regions Financial,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Regions Financial,N00024759,"Rogers, Mike D",AL03,"$10,500",,
Regions Financial,N00030602,"Williams, Roger",TX25,"$10,000",,
Regions Financial,N00029404,"Zeldin, Lee",NY01,"$10,000",,
AM General Corp,N00037185,"Banks, Jim",IN03,"$10,000",,
AM General Corp,N00007099,"Calvert, Ken",CA42,"$20,000",,
Tuesday Group PAC,N00035420,"Bost, Mike",IL12,"$14,000",,
Tuesday Group PAC,N00025219,"Burgess, Michael",TX26,"$10,000",,
Tuesday Group PAC,N00025337,"Diaz-Balart, Mario",FL25,"$11,000",,
Tuesday Group PAC,N00032088,"Johnson, Bill",OH06,"$10,000",,
Tuesday Group PAC,N00033832,"Rice, Tom",SC07,"$12,000",,
Tuesday Group PAC,N00035523,"Stefanik, Elise",NY21,"$13,000",,
Tuesday Group PAC,N00029736,"Thompson, Glenn",PA15,"$10,000",,
Tuesday Group PAC,N00042164,"Van Drew, Jeff",NJ02,"$10,000",,
Nustar Energy,N00042237,"Gooden, Lance",TX05,"$10,000",,
American Academy of Neurology,N00032029,"Griffith, Morgan",VA09,"$10,000",,
Elbit Systems of America,N00024759,"Rogers, Mike D",AL03,"$11,500",,
Discover Financial Services,N00030026,"Luetkemeyer, Blaine",MO03,"$12,500",,
Denali Leadership PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Energy Transfer Partners,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
American Security PAC,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Promoting Our Republican Team PAC,N00003689,"Chabot, Steve",OH01,"$10,000",,
Common Values PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Common Values PAC,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
Burns & McDonnell,N00013323,"Graves, Sam",MO06,"$10,000",,
Burns & McDonnell,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Making America Prosperous,N00025095,"Carter, John",TX31,"$10,000",,
Making America Prosperous,N00006460,"Schweikert, David",AZ06,"$10,000",,
Making America Prosperous,N00042164,"Van Drew, Jeff",NJ02,"$10,000",,
Making America Prosperous,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
Huck PAC,N00025095,"Carter, John",TX31,"$10,000",,
Huck PAC,N00030770,"Crawford, Rick",AR01,"$10,000",,
Huck PAC,N00041454,"Herrell, Yvette",NM02,"$10,000",,
Huck PAC,N00007017,"Issa, Darrell",CA50,"$10,000",,
Huck PAC,N00044040,"Malliotakis, Nicole",NY11,"$10,000",,
Huck PAC,N00037269,"Mast, Brian",FL18,"$10,000",,
Huck PAC,N00033814,"Mooney, Alex",WV02,"$10,000",,
Huck PAC,N00029662,"Posey, Bill",FL08,"$10,000",,
Huck PAC,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
Senate Conservatives Fund,N00034120,"Perry, Scott",PA10,"$10,000",,
Barclays Group US,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Invest in a Strong & Secure America,N00007017,"Issa, Darrell",CA50,"$10,000",,
Invest in a Strong & Secure America,N00005681,"Sessions, Pete",TX17,"$10,000",,
Poet LLC,N00040712,"Estes, Ron",KS04,"$15,000",,
Poet LLC,N00037034,"Marshall, Roger",KSS1,"$15,000",,
Poet LLC,N00027623,"Smith, Adrian",NE03,"$10,000",,
Poet LLC,N00035282,"Smith, Jason",MO08,"$15,000",,
Free State PAC,N00040712,"Estes, Ron",KS04,"$10,000",,
Free State PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Free State PAC,N00030743,"Mann, Tracey",KS01,"$10,000",,
Marsh & McLennan,N00030026,"Luetkemeyer, Blaine",MO03,"$18,500",,
Blue Cross/Blue Shield of Alabama,N00003028,"Aderholt, Robert B",AL04,"$15,000",,
Blue Cross/Blue Shield of Alabama,N00024759,"Rogers, Mike D",AL03,"$15,000",,
New Pioneers PAC,N00005681,"Sessions, Pete",TX17,"$15,000",,
RGA Reinsurance,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
RGA Reinsurance,N00035282,"Smith, Jason",MO08,"$15,000",,
Eye of the Tiger PAC,N00044335,"Bishop, Dan",NC09,"$15,000",,
Eye of the Tiger PAC,N00035420,"Bost, Mike",IL12,"$10,000",,
Eye of the Tiger PAC,N00045978,"Cammack, Kat",FL03,"$10,000",,
Eye of the Tiger PAC,N00035346,"Carter, Buddy",GA01,"$10,000",,
Eye of the Tiger PAC,N00025095,"Carter, John",TX31,"$10,000",,
Eye of the Tiger PAC,N00046252,"Cawthorn, David Madison",NC11,"$10,000",,
Eye of the Tiger PAC,N00003689,"Chabot, Steve",OH01,"$10,000",,
Eye of the Tiger PAC,N00046654,"Clyde, Andrew",GA09,"$15,000",,
Eye of the Tiger PAC,N00034016,"Donalds, Byron",FL19,"$10,000",,
Eye of the Tiger PAC,N00037442,"Dunn, Neal",FL02,"$10,000",,
Eye of the Tiger PAC,N00045251,"Fischbach, Michelle",MN07,"$10,000",,
Eye of the Tiger PAC,N00045434,"Fitzgerald, Scott",WI05,"$10,000",,
Eye of the Tiger PAC,N00030815,"Fleischmann, Chuck",TN03,"$10,000",,
Eye of the Tiger PAC,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Eye of the Tiger PAC,N00044298,"Garcia, Mike",CA25,"$10,000",,
Eye of the Tiger PAC,N00036135,"Graves, Garret",LA06,"$10,000",,
Eye of the Tiger PAC,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
Eye of the Tiger PAC,N00046688,"Harshbarger, Diana",TN01,"$10,000",,
Eye of the Tiger PAC,N00031005,"Hartzler, Vicky",MO04,"$12,500",,
Eye of the Tiger PAC,N00039953,"Higgins, Clay",LA03,"$15,000",,
Eye of the Tiger PAC,N00033630,"Hudson, Richard",NC08,"$10,000",,
Eye of the Tiger PAC,N00007017,"Issa, Darrell",CA50,"$10,000",,
Eye of the Tiger PAC,N00044575,"Jacobs, Chris",NY27,"$15,000",,
Eye of the Tiger PAC,N00039106,"Johnson, Mike",LA04,"$20,000",,
Eye of the Tiger PAC,N00042056,"Lesko, Debbie",AZ08,"$15,000",,
Eye of the Tiger PAC,N00044040,"Malliotakis, Nicole",NY11,"$10,000",,
Eye of the Tiger PAC,N00037269,"Mast, Brian",FL18,"$10,000",,
Eye of the Tiger PAC,N00041542,"Miller, Carol",WV03,"$15,000",,
Eye of the Tiger PAC,N00045703,"Miller, Mary",IL15,"$10,000",,
Eye of the Tiger PAC,N00033814,"Mooney, Alex",WV02,"$10,000",,
Eye of the Tiger PAC,N00044027,"Murphy, Greg",NC03,"$15,000",,
Eye of the Tiger PAC,N00045377,"Obernolte, Jay",CA08,"$10,000",,
Eye of the Tiger PAC,N00034120,"Perry, Scott",PA10,"$10,000",,
Eye of the Tiger PAC,N00045421,"Pfluger, August",TX11,"$10,000",,
Eye of the Tiger PAC,N00035517,"Rosendale, Matt",MT01,"$10,000",,
Eye of the Tiger PAC,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Eye of the Tiger PAC,N00045307,"Tiffany, Tom",WI07,"$10,000",,
Eye of the Tiger PAC,N00042164,"Van Drew, Jeff",NJ02,"$10,000",,
Eye of the Tiger PAC,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
Eye of the Tiger PAC,N00026368,"Walberg, Tim",MI07,"$10,000",,
Eye of the Tiger PAC,N00031226,"Walorski, Jackie",IN02,"$12,500",,
Eye of the Tiger PAC,N00024809,"Wilson, Joe",SC02,"$10,000",,
Eye of the Tiger PAC,N00029404,"Zeldin, Lee",NY01,"$10,000",,
CMR PAC,N00033630,"Hudson, Richard",NC08,"$10,000",,
CMR PAC,N00035523,"Stefanik, Elise",NY21,"$12,500",,
Embraer Aircraft Holdings,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
Growth Energy,N00037034,"Marshall, Roger",KSS1,"$20,000",,
Cox Enterprises,N00039293,"Biggs, Andy",AZ05,"$10,000",,
Cox Enterprises,N00035346,"Carter, Buddy",GA01,"$10,000",,
Cox Enterprises,N00040712,"Estes, Ron",KS04,"$12,500",,
Cox Enterprises,N00039106,"Johnson, Mike",LA04,"$18,500",,
Cox Enterprises,N00031647,"Kelly, Mike",PA16,"$14,500",,
Cox Enterprises,N00042056,"Lesko, Debbie",AZ08,"$10,000",,
Cox Enterprises,N00035347,"Loudermilk, Barry",GA11,"$10,000",,
Cox Enterprises,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Cox Enterprises,N00033410,"Mullin, Markwayne",OK02,"$15,000",,
Cox Enterprises,N00009660,"Scalise, Steve",LA01,"$20,000",,
Cox Enterprises,N00038781,"Smucker, Lloyd",PA11,"$10,000",,
Atlas Air Worldwide,N00013323,"Graves, Sam",MO06,"$13,500",,
Atlas Air Worldwide,N00037269,"Mast, Brian",FL18,"$10,000",,
Blackrock Funds Services Group,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Tenaska Inc,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Continuing America's Strength & Security,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Continuing America's Strength & Security,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
National Shooting Sports Foundation,N00033630,"Hudson, Richard",NC08,"$10,000",,
LPL Financial,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
LPL Financial,N00035282,"Smith, Jason",MO08,"$10,000",,
LPL Financial,N00029404,"Zeldin, Lee",NY01,"$13,000",,
Alzheimer's Assn,N00025726,"Cole, Tom",OK04,"$10,000",,
Netjets Assn of Shared Aircraft Pilots,N00013323,"Graves, Sam",MO06,"$16,000",,
US Bancorp,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
American Kidney Stone Management,N00025219,"Burgess, Michael",TX26,"$10,000",,
American Kidney Stone Management,N00035346,"Carter, Buddy",GA01,"$10,000",,
American Kidney Stone Management,N00037442,"Dunn, Neal",FL02,"$10,000",,
American Kidney Stone Management,N00030771,"Gosar, Paul",AZ04,"$10,000",,
American Kidney Stone Management,N00032029,"Griffith, Morgan",VA09,"$10,000",,
American Kidney Stone Management,N00031647,"Kelly, Mike",PA16,"$10,000",,
American Kidney Stone Management,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
American Kidney Stone Management,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
American Kidney Stone Management,N00026335,"Webster, Daniel",FL11,"$10,000",,
Building Leadership & Inspiring New Enterprise,N00035420,"Bost, Mike",IL12,"$10,000",,
Building Leadership & Inspiring New Enterprise,N00033410,"Mullin, Markwayne",OK02,"$10,000",,
Insured Retirement Institute,N00026368,"Walberg, Tim",MI07,"$10,000",,
Nomura Holding America,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Lank PAC,N00040829,"Hern, Kevin",OK01,"$10,000",,
Lank PAC,N00005559,"Lucas, Frank D",OK03,"$10,000",,
Lank PAC,N00033410,"Mullin, Markwayne",OK02,"$10,000",,
Lehigh Hanson,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Prudential Financial,N00007248,"Nunes, Devin",CA22,"$10,000",,
Prudential Financial,N00009660,"Scalise, Steve",LA01,"$10,000",,
MetLife Inc,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Meritage Homes,N00006460,"Schweikert, David",AZ06,"$10,000",,
Lead Encourage Elect PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
S&P Global,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Tomorrow Is Meaningful,N00024809,"Wilson, Joe",SC02,"$10,000",,
Marathon Petroleum,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Marathon Petroleum,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Marathon Petroleum,N00031128,"Gibbs, Bob",OH07,"$10,000",,
Marathon Petroleum,N00042237,"Gooden, Lance",TX05,"$10,000",,
Marathon Petroleum,N00036135,"Graves, Garret",LA06,"$15,000",,
Marathon Petroleum,N00033630,"Hudson, Richard",NC08,"$17,500",,
Marathon Petroleum,N00032088,"Johnson, Bill",OH06,"$15,000",,
Marathon Petroleum,N00027894,"Jordan, Jim",OH04,"$10,000",,
Marathon Petroleum,N00031647,"Kelly, Mike",PA16,"$10,000",,
Marathon Petroleum,N00037034,"Marshall, Roger",KSS1,"$15,000",,
Marathon Petroleum,N00037269,"Mast, Brian",FL18,"$10,000",,
Marathon Petroleum,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Marathon Petroleum,N00033410,"Mullin, Markwayne",OK02,"$10,000",,
Marathon Petroleum,N00007248,"Nunes, Devin",CA22,"$10,000",,
Marathon Petroleum,N00045421,"Pfluger, August",TX11,"$10,000",,
Marathon Petroleum,N00041871,"Reschenthaler, Guy",PA14,"$10,000",,
Marathon Petroleum,N00009660,"Scalise, Steve",LA01,"$12,500",,
Marathon Petroleum,N00035282,"Smith, Jason",MO08,"$12,500",,
Marathon Petroleum,N00038781,"Smucker, Lloyd",PA11,"$10,000",,
Marathon Petroleum,N00033932,"Stewart, Chris",UT02,"$10,000",,
Marathon Petroleum,N00033539,"Weber, Randy",TX14,"$10,000",,
Marathon Petroleum,N00030602,"Williams, Roger",TX25,"$10,000",,
Old Dominion Freight Line,N00033527,"Rouzer, David",NC07,"$12,000",,
Acadia Healthcare,N00040712,"Estes, Ron",KS04,"$11,000",,
Depository Trust & Clearing Corp,N00030026,"Luetkemeyer, Blaine",MO03,"$17,500",,
Truck Renting & Leasing Assn,N00013323,"Graves, Sam",MO06,"$10,000",,
Truck Renting & Leasing Assn,N00031647,"Kelly, Mike",PA16,"$10,000",,
Support to Ensure Victory Everywhere PAC,N00041599,"Rose, John",TN06,"$10,000",,
US Peanut PAC,N00035346,"Carter, Buddy",GA01,"$11,000",,
US Peanut PAC,N00039106,"Johnson, Mike",LA04,"$11,000",,
Crop Insurance Professionals Assn,N00009660,"Scalise, Steve",LA01,"$10,000",,
Crop Insurance Professionals Assn,N00029736,"Thompson, Glenn",PA15,"$12,000",,
Phillips 66,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Phillips 66,N00033539,"Weber, Randy",TX14,"$10,000",,
Celgene Corp,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Society for Cardiovascular Angiography,N00025219,"Burgess, Michael",TX26,"$10,000",,
Jet PAC,N00035420,"Bost, Mike",IL12,"$10,000",,
Commercial Metals Co,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
Project West PAC,N00028133,"Lamborn, Douglas L",CO05,"$10,000",,
Project West PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Greater Tomorrow PAC,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
Greater Tomorrow PAC,N00034120,"Perry, Scott",PA10,"$10,000",,
"Jobs, Freedom & Security PAC",N00035517,"Rosendale, Matt",MT01,"$10,000",,
AbbVie Inc,N00035420,"Bost, Mike",IL12,"$10,000",,
AbbVie Inc,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
AbbVie Inc,N00009660,"Scalise, Steve",LA01,"$10,000",,
Nebraska Sandhills PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Nebraska Sandhills PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Innovation PAC,N00044579,"Bice, Stephanie",OK05,"$15,000",,
Innovation PAC,N00046252,"Cawthorn, David Madison",NC11,"$10,000",,
Innovation PAC,N00038767,"Davidson, Warren",OH08,"$10,000",,
Innovation PAC,N00042237,"Gooden, Lance",TX05,"$10,000",,
Innovation PAC,N00033630,"Hudson, Richard",NC08,"$10,000",,
Innovation PAC,N00041871,"Reschenthaler, Guy",PA14,"$15,000",,
Innovation PAC,N00033527,"Rouzer, David",NC07,"$10,000",,
Innovation PAC,N00006460,"Schweikert, David",AZ06,"$10,000",,
Innovation PAC,N00035523,"Stefanik, Elise",NY21,"$15,000",,
Innovation PAC,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
Innovation PAC,N00030602,"Williams, Roger",TX25,"$10,000",,
Capital Group Companies,N00030026,"Luetkemeyer, Blaine",MO03,"$15,000",,
Capital Group Companies,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Capital Group Companies,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Toyota Motor North America,N00025219,"Burgess, Michael",TX26,"$10,000",,
Toyota Motor North America,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Toyota Motor North America,N00009660,"Scalise, Steve",LA01,"$10,000",,
Toyota Motor North America,N00006460,"Schweikert, David",AZ06,"$10,000",,
Toyota Motor North America,N00030602,"Williams, Roger",TX25,"$10,000",,
John Bolton PAC,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Badlands PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
State Farm Mutual Automobile Insurance,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Florida East Coast Industries,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
Florida East Coast Industries,N00043290,"Scott, Rick",FLS1,"$10,000",,
Select Medical Corp,N00043290,"Scott, Rick",FLS1,"$10,000",,
Leidos Inc,N00037185,"Banks, Jim",IN03,"$12,500",,
Leidos Inc,N00007099,"Calvert, Ken",CA42,"$20,000",,
Leidos Inc,N00025095,"Carter, John",TX31,"$20,000",,
Leidos Inc,N00025337,"Diaz-Balart, Mario",FL25,"$17,500",,
Leidos Inc,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Leidos Inc,N00037003,"Kelly, Trent",MS01,"$10,000",,
Leidos Inc,N00031958,"Palazzo, Steven",MS04,"$15,000",,
Leidos Inc,N00024759,"Rogers, Mike D",AL03,"$15,000",,
Leidos Inc,N00039777,"Rutherford, John",FL04,"$10,000",,
Oorah! PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
House Freedom Fund,N00039293,"Biggs, Andy",AZ05,"$10,000",,
House Freedom Fund,N00044335,"Bishop, Dan",NC09,"$15,000",,
House Freedom Fund,N00030910,"Brooks, Mo",AL05,"$10,000",,
House Freedom Fund,N00039551,"Budd, Ted",NC13,"$10,000",,
House Freedom Fund,N00042296,"Cline, Ben",VA06,"$10,000",,
House Freedom Fund,N00041882,"Cloud, Michael",TX27,"$10,000",,
